,Arttırılabilir Azami Bellek,Bağlantılar,Brand,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Okula Dönüş,Optik Sürücü,Optik Sürücü Tipi,Panel Tipi,Price,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,Soket Tipi,Star,Temel İşlemci Hızı (GHz),Title,Çözünürlük,Çözünürlük Standartı,İşlemci Frekansı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi
1086,,,"ASUS X515ja-ej2112wg5 Intel I3 1005g1 8gb Ram 512gb Ssd 15.6"" Fhd W11 Notebook X515JA-EJ2112WG5 ",2 kg ve Altı,Yok,"15,6 inç",Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,"9.349,12",8 GB,DDR4,Gri,512 GB,,0.0,," X515ja-ej2112wg5 Intel I3 1005g1 8gb Ram 512gb Ssd 15.6"" Fhd W11 Notebook X515JA-EJ2112WG5 ",1920 x 1080,Full HD (FHD),,1005G1,10. Nesil,Intel Core i3,4,Windows,
1087,,,"Dell Inspiron 15 3511 I35111015_u01 I3-1115g4 8gb 256ssd 15.6"" Fullhd Freedos Taşınabilir Bilgisayar T15962A ",2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,"9.974,58",8 GB,DDR4,Gri,256 GB,,4.88,," Inspiron 15 3511 I35111015_u01 I3-1115g4 8gb 256ssd 15.6"" Fullhd Freedos Taşınabilir Bilgisayar T15962A ",1920 x 1080,Full HD (FHD),,1115G4,11. Nesil,Intel Core i3,2,Free Dos,
1088,8 GB,Bluetooth,ACER Aspire 3 A315-23 Ryzen 5 3500u 8gb 512gb Ssd Freedos15.6 Fhd Taşınabilir Bilgisayar Nx.hvtey.00c NX.HVTEY.00C ,2 kg ve Altı,Yok,"15,6 inç",Dahili Ekran Kartı,DDR,Paylaşımlı,Dahili,Belirtilmemiş,,,Resmi Distribütör Garantili,,,512 GB,Yok,Q Türkçe,Ofis - İş,,,,Yok,,8.999,8 GB,DDR4,Siyah,512 GB,,4.63,2.1, Aspire 3 A315-23 Ryzen 5 3500u 8gb 512gb Ssd Freedos15.6 Fhd Taşınabilir Bilgisayar Nx.hvtey.00c NX.HVTEY.00C ,1920 x 1080,Full HD (FHD),,3500U,3. Nesil,AMD Ryzen 5,4,Linux,
1089,,,"ACER Aspire 3 A315-23 Ryz5 8gb, 256 Gb Ssd 15.6"" Win 10 Home Bilgisayar NX-HVTEY-007 ",2 kg ve Altı,Yok,"15,6 inç",Paylaşımlı,DDR5,Paylaşımlı,Dahili,,HD,,Resmi Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,,,,DVD Dual Yazıcı,,"9.602,04",4 GB,,Siyah,256 GB,,0.0,," Aspire 3 A315-23 Ryz5 8gb, 256 Gb Ssd 15.6"" Win 10 Home Bilgisayar NX-HVTEY-007 ",1920 x 1080,,,10300H,5. Nesil,Intel Core i5,4,Free Dos,
1090,,,"ASUS Expertbook L1 Ba1500cda-bq0870a4 Ryzen7 3700u 16gb 1tbssd 15.6"" Fullhd Freedos Taşınabilir Bilg T17310D ",2 kg ve Altı,Yok,"15,6 inç",AMD Radeon Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,13.249,16 GB,DDR4,Mavi,1 TB,,4.53,," Expertbook L1 Ba1500cda-bq0870a4 Ryzen7 3700u 16gb 1tbssd 15.6"" Fullhd Freedos Taşınabilir Bilg T17310D ",1920 x 1080,Full HD (FHD),,3700U,3. Nesil,AMD Ryzen 7,4,Free Dos,
1091,,HDMI,"FUJITSU Lifebook A3510 Intel Core I5 - 1035g1 8gb 256gb Freedos 15.6"" ",2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics 600,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,256 GB,,Q Türkçe,Ev - Okul,3.6,,,Yok,TN,11.599,8 GB,DDR4,Siyah,256 GB,,5.0,1.0," Lifebook A3510 Intel Core I5 - 1035g1 8gb 256gb Freedos 15.6"" ",1920 x 1080,Full HD (FHD),,1035G1,10. Nesil,Intel Core i5,4,Free Dos,
1092,,,"ASUS Expertbook L1 Ba1500cda-bq0870a2 Ryzen7 3700u 8gb 1tb+512ssd 15.6"" Fullhd Freedos Taşınabilir B T17310B ",2 kg ve Altı,Yok,"15,6 inç",AMD Radeon Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,1 TB,Q Türkçe,Ofis - İş,,,,Yok,,12.349,8 GB,DDR4,Mavi,512 GB,,4.64,," Expertbook L1 Ba1500cda-bq0870a2 Ryzen7 3700u 8gb 1tb+512ssd 15.6"" Fullhd Freedos Taşınabilir B T17310B ",1920 x 1080,Full HD (FHD),,3700U,3. Nesil,AMD Ryzen 7,4,Free Dos,
1093,8 GB,USB,Shenzhen technology Vitek Bilgisayar VK-R9 PRO-6 ,2 kg ve Altı,Var,"15,6 inç",Intel HD 620,DDR4,6 GB,Dahili,300 Hz,,2 Yıl,Casper Türkiye Garantili,,,250 GB,250 GB,F Klavye,Ev - Okul,+5,Üniversite,,DVD Okuyucu,TN,9.079,128 GB,DDR4,Gri,128 GB,,4.53,2.9, Vitek Bilgisayar VK-R9 PRO-6 ,1366 x 768,Full HD (FHD),,9750H,1. Nesil,Intel Celeron,4,Windows,4-6 Saat
1094,12 GB,Bluetooth,"LENOVO V15 G2 ITL Intel Core i5 1135G7 8 GB 256 GB SSD Windows 10 Home 15,6"" FHD 82KB000RTX ",2 kg ve Altı,Yok,"15,6 inç",Paylaşımlı,DDR4,Paylaşımlı,Dahili,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Q Türkçe,Ev - Okul,4.2,,,Yok,TN,12.950,8 GB,DDR4,Siyah,256 GB,,4.3,2.4," V15 G2 ITL Intel Core i5 1135G7 8 GB 256 GB SSD Windows 10 Home 15,6"" FHD 82KB000RTX ",1920 x 1080,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,3 Saat ve Altı
1095,,Bluetooth,LENOVO Ideapad 3 15alc6 Amd Ryzen 7 5700u 8gb/512gb Ssd Notebook 82ku0118tx 82KU0118TX ,2 kg ve Altı,Yok,"15,6 inç",AMD Radeon Graphics,DDR4,2 GB,Harici,Belirtilmemiş,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,4.3,,,Yok,IPS,12.869,8 GB,DDR4,Gri,512 GB,,0.0,1.8, Ideapad 3 15alc6 Amd Ryzen 7 5700u 8gb/512gb Ssd Notebook 82ku0118tx 82KU0118TX ,1920 x 1080,Full HD (FHD),,5700U,Belirtilmemiş,AMD Ryzen 7,Belirtilmemiş,Windows,
1096,,,ASUS X515ja-br1968w I3 1005g1 4 Gb 256 Gb Windows 11 Laptop 1218741 ,2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics 600,Belirtilmemiş,4 GB,Dahili,Belirtilmemiş,,,Resmi Distribütör Garantili,,,256 GB,,Q Türkçe,Ev - Okul,,,,Yok,,9.499,4 GB,Belirtilmemiş,Gri,256 GB,,4.66,1.2, X515ja-br1968w I3 1005g1 4 Gb 256 Gb Windows 11 Laptop 1218741 ,1366 x 768,HD Ready (HD),,1005G1,11. Nesil,Intel Core i3,2,Windows 11,
1097,64 GB,HDMI,Casper Nirvana F500.1135-bd00p-g-f Intel Core I5-1135g7 16gb Ram 240gb M2 Ssd Windows 11 Home F500.1135-BD00P-G-F ,2 kg ve Altı,Yok,"15,6 inç",Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,Yok,Q Türkçe,Ofis - İş,4.2,,,Yok,IPS,12.799,16 GB,DDR4,Gri,240 GB,,0.0,2.4, Nirvana F500.1135-bd00p-g-f Intel Core I5-1135g7 16gb Ram 240gb M2 Ssd Windows 11 Home F500.1135-BD00P-G-F ,1920 x 1080,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,
1098,,,"LENOVO Ideapad 5 82fe00lpyw, I3-1115g4, 4gb Ram, 256gb Ssd, Uhd Graphics, 14'' Win 11 Home PZRYN00000364 ",2 - 4 kg,Yok,14 inç,Intel UHD Graphics 600,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,9.899,4 GB,DDR4,Gri,256 GB,,0.0,," Ideapad 5 82fe00lpyw, I3-1115g4, 4gb Ram, 256gb Ssd, Uhd Graphics, 14'' Win 11 Home PZRYN00000364 ",1366 x 768,HD Ready (HD),,1115G4,11. Nesil,Intel Core i3,2,Windows,
1099,,Bluetooth,"LENOVO Ideapad 3 82h8020btx Intel Core I5-1135g7 8gb 512gb Ssd 15.6"" Fhd Freedos Dizüstü Bilgisayar 82H8020BTX ",2 kg ve Altı,Yok,"15,6 inç",Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,4.2,,,Yok,TN,12.049,8 GB,DDR4,Gri,512 GB,,4.4,2.4," Ideapad 3 82h8020btx Intel Core I5-1135g7 8gb 512gb Ssd 15.6"" Fhd Freedos Dizüstü Bilgisayar 82H8020BTX ",1920 x 1080,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Free Dos,
1100,64 GB,HDMI,Casper Nirvana F500.1115-4d00x-g-f Intel Core I3-1115g4 4gb Ram 240gb M2 Ssd Freedos F500.1115-4D00X-G-F ,2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,Yok,Q Türkçe,Ofis - İş,4.1,,,Yok,IPS,8.499,4 GB,DDR4,Gri,240 GB,,5.0,3, Nirvana F500.1115-4d00x-g-f Intel Core I3-1115g4 4gb Ram 240gb M2 Ssd Freedos F500.1115-4D00X-G-F ,1920 x 1080,Full HD (FHD),,1115G4,11. Nesil,Intel Core i3,2,Free Dos,
1101,,,"LENOVO V14 82kc000qtx09 Ryzen3 5300u 12gb 1tb+512ssd 14"" Fullhd Freedos Taşınabilir Bilgisayar T14432I ",2 kg ve Altı,Yok,14 inç,AMD Radeon Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,1 TB,,Q Türkçe,Ofis - İş,,,,Yok,,9.559,12 GB,DDR4,Siyah,512 GB,,0.0,," V14 82kc000qtx09 Ryzen3 5300u 12gb 1tb+512ssd 14"" Fullhd Freedos Taşınabilir Bilgisayar T14432I ",1920 x 1080,Full HD (FHD),,5300U,5. Nesil,AMD Ryzen 3,4,Free Dos,
1102,,HDMI,"Hometech Alfa 590s I5 5257u 8gb 256gb Ssd W10 Home 15,6"" Taşınabilir Bilgisayar + Çanta Ve Mouse ALFA 590S/256+ÇM ",2 kg ve Altı,Yok,"15,6 inç",Dahili Ekran Kartı,DDR,Paylaşımlı,Dahili,Belirtilmemiş,,,Resmi Distribütör Garantili,,,Yok,Yok,Q Türkçe,Ev - Okul,,,,Yok,TN,8.399,8 GB,DDR3,Siyah,256 GB,,3.25,2.7," Alfa 590s I5 5257u 8gb 256gb Ssd W10 Home 15,6"" Taşınabilir Bilgisayar + Çanta Ve Mouse ALFA 590S/256+ÇM ",1920 x 1080,Full HD (FHD),,5257U,5. Nesil,Intel Core i5,Belirtilmemiş,Windows,4-6 Saat
1103,12 GB,HDMI,"LENOVO V15 82kb0005tx Cı3-1115g4 4 Gb 256gb Ssd Freedos 15.6"" Fhd Taşınabilir Bilgisayar 82KB0005TX ",2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,256 GB,256 GB,Q Türkçe,Ev - Okul,,,,Yok,TN,"7.724,19",4 GB,DDR4,Gri,256 GB,,4.58,," V15 82kb0005tx Cı3-1115g4 4 Gb 256gb Ssd Freedos 15.6"" Fhd Taşınabilir Bilgisayar 82KB0005TX ",1920 x 1080,Full HD (FHD),,1115G4,11. Nesil,Intel Core i3,2,Free Dos,
1104,,,ACER Swift 1 Sf114-33 Intel Celeron N4020 4gb Ram 128 Ssd 14'' Fhd Windows 10 Mavi Notebook 125037715 ,2 kg ve Altı,Yok,14 inç,Intel UHD Graphics 600,DDR4,Paylaşımlı,Harici,,Full HD,,Casper Türkiye Garantili,,,,128 GB,Q İngilizce,Ofis - İş,,,,Yok,,7.999,4 GB,,Beyaz,128 GB,,4.9,, Swift 1 Sf114-33 Intel Celeron N4020 4gb Ram 128 Ssd 14'' Fhd Windows 10 Mavi Notebook 125037715 ,1920 x 1080,Full HD (FHD),,N4000,1. Nesil,Intel Celeron,2,Windows,
1105,,,"LENOVO V14 82kc000qtx04 Ryzen3 5300u 8gb 1tb+128ssd 14"" Fullhd Freedos Taşınabilir Bilgisayar T14432D ",2 kg ve Altı,Yok,14 inç,AMD Radeon Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,1 TB,,Q Türkçe,Ofis - İş,,,,Yok,,8.499,8 GB,DDR4,Siyah,128 GB,,0.0,," V14 82kc000qtx04 Ryzen3 5300u 8gb 1tb+128ssd 14"" Fullhd Freedos Taşınabilir Bilgisayar T14432D ",1920 x 1080,Full HD (FHD),,5300U,5. Nesil,AMD Ryzen 3,4,Free Dos,
1106,,,Life Teknoloji Lenovo V15 Ryzen 3 5300u 8gb 256gb Ssd 15.6'' Dos Taşınabilir Bilgisayar Notebook Laptop 82kd0041tx P4529S9723 ,2 kg ve Altı,Var,"15,6 inç",Dahili Ekran Kartı,DDR4,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,256 GB,,Q Türkçe,Ev - Okul,,,,Yok,,8.350,8 GB,DDR4,Sarı,256 GB,,0.0,, Lenovo V15 Ryzen 3 5300u 8gb 256gb Ssd 15.6'' Dos Taşınabilir Bilgisayar Notebook Laptop 82kd0041tx P4529S9723 ,1920 x 1080,Full HD (FHD),,5300U,5. Nesil,AMD Ryzen 3,4,Free Dos,
1107,,Bluetooth,"LENOVO V15 IIL IIntel Core i3 1005G1 8GB 256GB SSD UHD Graphics Windows 10 15.6"" FHD Laptop 82C500QTTX ",2 - 4 kg,Yok,"15,6 inç",Paylaşımlı,DDR4,Paylaşımlı,Dahili,Yok,,,Resmi Distribütör Garantili,,,Yok,8 GB,Q Türkçe,Ev - Okul,,,,Yok,TN,10.989,8 GB,DDR4,Gri,256 GB,,4.36,1.2," V15 IIL IIntel Core i3 1005G1 8GB 256GB SSD UHD Graphics Windows 10 15.6"" FHD Laptop 82C500QTTX ",1920 x 1080,Full HD (FHD),,1005G1,10. Nesil,Intel Core i3,2,Windows,6 Saat ve Üstü
1108,,,"ASUS X515ja-ej2137w Intel Core I3 1005g1 Windows 11 4gb 256gb Ssd 15.6"" Taşınabilir Bilgisayar X515JA-EJ2137W ",2 kg ve Altı,Yok,"15,6 inç",Dahili Ekran Kartı,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ev - Okul,3.4,,,Yok,,7.820,4 GB,DDR4,Gri,256 GB,,5.0,1.2," X515ja-ej2137w Intel Core I3 1005g1 Windows 11 4gb 256gb Ssd 15.6"" Taşınabilir Bilgisayar X515JA-EJ2137W ",1920 x 1080,Full HD (FHD),,1005G1,10. Nesil,Intel Core i3,Belirtilmemiş,Windows,
1109,64 GB,HDMI,"Casper Nirvana X400.1005-4w00x-s-f Intel 10.nesil I3-1005g1 4gb Ram 120gb M2 Ssd Freedos 14"" Fhd X400.1005-4W00X-S-F ",2 kg ve Altı,Yok,14 inç,Paylaşımlı,DDR,Paylaşımlı,Dahili,,Full HD,,Casper Türkiye Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,,,,Yok,TN,7.499,4 GB,,Metalik,120 GB,,0.0,," Nirvana X400.1005-4w00x-s-f Intel 10.nesil I3-1005g1 4gb Ram 120gb M2 Ssd Freedos 14"" Fhd X400.1005-4W00X-S-F ",1920 x 1080,Full HD (FHD),3.00 GHz üstü,1005G1,10. Nesil,Intel Core i3,4,Free Dos,6 Saat ve Üstü
1110,,,"ASUS Laptop D515da Br028t Amd Ryzen3 3250u 4gb Ram 256gb Ssd 15.6"" W10 Notebook D515DA BR028T ",2 kg ve Altı,Yok,"15,6 inç",AMD Radeon Vega 8,DDR,Paylaşımlı,Dahili,Belirtilmemiş,,,İthalatçı Garantili,,,256 GB,256 GB,Q Türkçe,Ev - Okul,,,,Yok,,7.299,4 GB,DDR4,Gri,256 GB,,4.5,2.1," Laptop D515da Br028t Amd Ryzen3 3250u 4gb Ram 256gb Ssd 15.6"" W10 Notebook D515DA BR028T ",1366 x 768,Full HD (FHD),,3250U,Ryzen,AMD,2,Windows,
1111,,,"LENOVO V14 82kc000qtx01 Ryzen3 5300u 4gb 256ssd 14"" Fullhd Freedos Taşınabilir Bilgisayar T14432A ",2 kg ve Altı,Yok,14 inç,AMD Radeon Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,7.729,4 GB,DDR4,Siyah,256 GB,,4.42,," V14 82kc000qtx01 Ryzen3 5300u 4gb 256ssd 14"" Fullhd Freedos Taşınabilir Bilgisayar T14432A ",1920 x 1080,Full HD (FHD),,5300U,5. Nesil,AMD Ryzen 3,4,Free Dos,
1112,4 GB,USB,ASUS X515FA 10.nesil Core i3 10110 4GB Ram 128GB SSD Windows 10 Home 15.6'' Dizüstü Bilgisayar X515FA-BR061T ,2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,Yok,Q Türkçe,Ev - Okul,2.1,Üniversite,,Yok,TN,10.899,4 GB,DDR4,Gri,128 GB,,4.68,2.1, X515FA 10.nesil Core i3 10110 4GB Ram 128GB SSD Windows 10 Home 15.6'' Dizüstü Bilgisayar X515FA-BR061T ,1366 x 768,HD Ready (HD),,10110U,10. Nesil,Intel Core i3,Belirtilmemiş,Windows,6 Saat ve Üstü
1113,,HDMI,"LENOVO V14 G2 Alc Amd Ryzen 3 5300u 4gb 120gb Ssd Fdos 14"" Fhd Taşınabilir Bilgisayar 82kc0005tx001 82KC0005TX001 ",Belirtilmemiş,Yok,14 inç,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,3.8,,,Yok,TN,"7.172,14",4 GB,DDR4,Siyah,120 GB,,4.85,2.6," V14 G2 Alc Amd Ryzen 3 5300u 4gb 120gb Ssd Fdos 14"" Fhd Taşınabilir Bilgisayar 82kc0005tx001 82KC0005TX001 ",1920 x 1080,Full HD (FHD),,5300U,Belirtilmemiş,AMD Ryzen 3,4,Free Dos,3 Saat ve Altı
1114,,Bluetooth,"HP 14s-fq0014nt 227d6ea Amd Ryzen 3 3250u 4gb 128gb Ssd 14"" W10 66051 ",2 kg ve Altı,Yok,12 inç,AMD,DDR4,4 GB,Dahili,,HD,,Resmi Distribütör Garantili,HD Ready,Var,,128 GB,Q Türkçe,Ofis - İş,,,,Yok,,6.999,4 GB,,Siyah,128 GB,,4.64,3 - 4," 14s-fq0014nt 227d6ea Amd Ryzen 3 3250u 4gb 128gb Ssd 14"" W10 66051 ",1366 x 768,HD Ready (HD),,3250U,2. Nesil,AMD Ryzen 3,2,Windows,
1115,12 GB,Bluetooth,ASUS X543ma dm1234 Celeron N4020 4gb 1tb 15.6'' Hd Led Freedos Notebook TYC00564626319 ,2 kg ve Altı,Yok,"15,6 inç",AMD,Belirtilmemiş,4 GB,Dahili,120 Hz,,2 Yıl,Asus Türkiye Garantili,,,1 TB,4 GB,Q Türkçe,Ev - Okul,1.1,Evde Eğitim,,Çoklu Kopyalama Sistemleri,IPS,6.499,4 GB,LPDDR4,Beyaz,1 TB,,4.25,1.0, X543ma dm1234 Celeron N4020 4gb 1tb 15.6'' Hd Led Freedos Notebook TYC00564626319 ,1920 x 1080,FHD+,,N4020,1. Nesil,Intel Celeron,1,Free Dos,4-6 Saat
1116,,,"LENOVO Ideapad 1 81vu008etx Celeron N4020 4 Gb 128 Gb Ssd Uhd Graphics 600 14"" Notebook İdeapad 1 ",Belirtilmemiş,Yok,14 inç,Intel UHD Graphics 600,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,6.299,4 GB,Belirtilmemiş,Gri,128 GB,,0.0,," Ideapad 1 81vu008etx Celeron N4020 4 Gb 128 Gb Ssd Uhd Graphics 600 14"" Notebook İdeapad 1 ",1920 x 1080,Ultra HD 4K (UHD),,N4020,11. Nesil,Intel Celeron,8,Free Dos,
1117,8 GB,HDMI,"ASUS X540ba-dm317 Amd A6-9225 4gb 256ssd 15""6 Freedos Notebook 421729 ",2 kg ve Altı,Yok,"15,6 inç",AMD Radeon R4,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,,Resmi Distribütör Garantili,,,256 GB,256 GB,Q Türkçe,Ev - Okul,3.1,,,Yok,TN,5.999,4 GB,DDR4,Altın,256 GB,,0.0,2.6," X540ba-dm317 Amd A6-9225 4gb 256ssd 15""6 Freedos Notebook 421729 ",1920 x 1080,Full HD (FHD),,9225,Yok,AMD A6,2,Free Dos,3 Saat ve Altı
1118,,Bluetooth,ACER Nitro 5 An517-41 R7 5800h 32gb 512gb Ssd Rtx3070 Dos 17.3 Fhd 144hz Notebook Nh.qbgey.002-32 NH.QBGEY.002-32 ,2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce RTX 3070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,Yok,RGB Türkçe,Oyun,4.4,,,Yok,IPS,30.999,32 GB,DDR4,Siyah,512 GB,,4.64,3.2, Nitro 5 An517-41 R7 5800h 32gb 512gb Ssd Rtx3070 Dos 17.3 Fhd 144hz Notebook Nh.qbgey.002-32 NH.QBGEY.002-32 ,1920 x 1080,Full HD (FHD),,5800H,5. Nesil,AMD Ryzen 7,8,Free Dos,
1119,8 GB,HDMI,ASUS X515ma-ej494 Celeron N4020 4gb 128gb Ssd 15.6 Fhd Freedos X515MA-EJ494 ,2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,DDR5,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,Yok,Q Türkçe,Ev - Okul,2.8,,,Yok,TN,5.269,4 GB,DDR4,Siyah,128 GB,,4.5,1.1, X515ma-ej494 Celeron N4020 4gb 128gb Ssd 15.6 Fhd Freedos X515MA-EJ494 ,1920 x 1080,Full HD (FHD),,N4020,1. Nesil,Intel Celeron,2,Free Dos,
1120,,,ASUS D515da-br199 Ryzen 3 3250u 4gb 256gb Ssd 15.6'' Hd Freedos Notebook UNUN0ASU0013 ,2 - 4 kg,Yok,"15,6 inç",AMD Radeon Graphics,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,,Resmi Distribütör Garantili,,,256 GB,,Q Türkçe,Ev - Okul,,,,Yok,,"7.468,25",4 GB,DDR4,Çok Renkli,256 GB,,4.52,2.6, D515da-br199 Ryzen 3 3250u 4gb 256gb Ssd 15.6'' Hd Freedos Notebook UNUN0ASU0013 ,1366 x 768,HD Ready (HD),,Ryzen 3 3250U,3. Nesil,AMD Ryzen 3,2,Free Dos,
1121,,,"HP 14s Pentium Quad-core 4/128/14"" Notebook 30393721 ",2 kg ve Altı,Yok,14 inç,Dahili Ekran Kartı,DDR,Paylaşımlı,Dahili,120 Hz,,2 Yıl,HP Türkiye Garantili,,,128 GB,,Q Türkçe,Ofis - İş,,,,DVD RW,,"5.822,99",4 GB,Belirtilmemiş,Çok Renkli,128 GB,,4.42,," 14s Pentium Quad-core 4/128/14"" Notebook 30393721 ",1366 x 768,Full HD (FHD),,Belirtilmemiş,Belirtilmemiş,Intel Celeron,4,Windows,
1122,,,"Apple Macbook Air M2 Çip 16 Gb 256 Gb Ssd 13.6"" Gümüş Notebook Z15w00103 125034739 ",Belirtilmemiş,Yok,"13,6 inç",M2 10 Çekirdekli,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Apple Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,29.999,16 GB,Belirtilmemiş,Çok Renkli,256 GB,,4.91,," Macbook Air M2 Çip 16 Gb 256 Gb Ssd 13.6"" Gümüş Notebook Z15w00103 125034739 ",2560 x 1600,QHD,,Belirtilmemiş,Belirtilmemiş,M2,Belirtilmemiş,Mac Os,
1123,,,"Apple Macbook Pro Mydc2tu/a M1 8 Gb Ram 512 Gb Ssd 13.3"" Macos Dizüstü Bilgisayar Gümüş PRA-7499242-7349 ",2 kg ve Altı,Yok,"15,6 inç",Belirtilmemiş,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,30.588,8 GB,Belirtilmemiş,Gri,256 GB,,0.0,," Macbook Pro Mydc2tu/a M1 8 Gb Ram 512 Gb Ssd 13.3"" Macos Dizüstü Bilgisayar Gümüş PRA-7499242-7349 ",1920 x 1080,Full HD (FHD),,1115G4,11. Nesil,Intel Core i5,Belirtilmemiş,Windows,
1124,,,"LENOVO X1 Fold 20rl000ytx I5-l16g7 8gb 512gb Ssd 13.3"" W10pro Touch + Fold Klavye + Kalem UNUN0LNV0020 ",2 - 4 kg,Yok,Belirtilmemiş,Dahili Ekran Kartı,GDDR6,Paylaşımlı,Harici,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ev - Okul,,,,Çoklu Kopyalama Sistemleri,,"99.586,45",1 GB,DDR4,Siyah,SSD Yok,,0.0,," X1 Fold 20rl000ytx I5-l16g7 8gb 512gb Ssd 13.3"" W10pro Touch + Fold Klavye + Kalem UNUN0LNV0020 ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,Belirtilmemiş,A4 Serisi,Belirtilmemiş,Free Dos,
